contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness,time_to_expiry,days_to_expiry,price_lower_bound,price_upper_bound,passes_price_bounds,calculated_implied_volatility
SPY260731C00679000,2026-07-15 15:24:53+00:00,679.0,75.38,59.04,61.56,0.0,0.0,1.0,268,0.440313214111328,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,60.3,2.520000000000003,0.04179104477611946,0.9188962418632347,-0.08458206630493145,0.01706230641882293,6.22774184287037,60.39325414067139,738.93,False,
SPY260731C00680000,2026-07-24 17:09:00+00:00,680.0,61.33,58.93,60.56,1.3300018,2.2166698,34.0,644,0.4344538977050781,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,59.745000000000005,1.6300000000000026,0.027282617792283914,0.9202495500250363,-0.08311039569347514,0.01706230641882293,6.22774184287037,59.39393640008325,738.93,True,0.33855443684199127
SPY260731C00681000,2026-07-16 16:15:28+00:00,681.0,73.25,57.34,59.57,0.0,0.0,1.0,485,0.4292049267578125,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,58.455,2.229999999999997,0.03814900350697112,0.9216028581868377,-0.08164088771411523,0.01706230641882293,6.22774184287037,58.39461865949522,738.93,True,0.2597206812048665
SPY260731C00682000,2026-07-23 17:06:22+00:00,682.0,57.58,56.07,58.58,0.0,0.0,1.0,390,0.4240780249023437,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,57.325,2.509999999999998,0.04378543392935016,0.9229561663486393,-0.08017353602016546,0.01706230641882293,6.22774184287037,57.39530091890708,738.93,False,
SPY260731C00683000,2026-07-24 15:20:10+00:00,683.0,59.46,56.02,57.59,3.1499977,5.594029,1.0,289,0.4188290539550781,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,56.80500000000001,1.5700000000000003,0.027638412111609896,0.9243094745104409,-0.07870833429283744,0.01706230641882293,6.22774184287037,56.39598317831894,738.93,True,0.33232622302650605
SPY260731C00684000,2026-07-24 16:10:14+00:00,684.0,59.4,54.08,56.6,-3.7599983,-5.953132,16.0,237,0.4135800830078124,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,55.34,2.520000000000003,0.04553668232743048,0.9256627826722423,-0.07724527624107712,0.01706230641882293,6.22774184287037,55.3966654377308,738.93,False,
SPY260731C00685000,2026-07-24 19:47:33+00:00,685.0,53.87,53.2,55.62,-1.7600021,-3.1637642,30.0,609,0.4088193884277343,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,54.41,2.4199999999999946,0.044477118176805636,0.9270160908340439,-0.07578435560140223,0.01706230641882293,6.22774184287037,54.39734769714278,738.93,True,0.20600437140364944
SPY260731C00686000,2026-07-24 16:25:07+00:00,686.0,58.31,52.1,54.62,-1.329998,-2.2300436,28.0,160,0.4029600720214844,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,53.36,2.519999999999996,0.047226386806596625,0.9283693989958454,-0.07432556613774237,0.01706230641882293,6.22774184287037,53.39802995655464,738.93,False,
SPY260731C00687000,2026-07-21 15:32:01+00:00,687.0,61.98,51.11,53.64,0.0,0.0,15.0,118,0.3981993774414062,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,52.375,2.530000000000001,0.04830548926014322,0.9297227071576469,-0.07286890164127821,0.01706230641882293,6.22774184287037,52.3987122159665,738.93,False,
SPY260731C00688000,2026-07-24 17:37:36+00:00,688.0,54.18,49.67,53.13,1.3600006,2.5747833,3.0,99,0.4201718139648437,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,51.400000000000006,3.460000000000001,0.06731517509727628,0.9310760153194485,-0.07141435593028383,0.01706230641882293,6.22774184287037,51.39939447537836,738.93,True,0.15412069917178156
SPY260731C00689000,2026-07-24 14:50:02+00:00,689.0,50.21,49.14,51.66,-15.169998,-23.202812,9.0,187,0.3874572973632812,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,50.4,2.519999999999996,0.04999999999999992,0.93242932348125,-0.069961922849969,0.01706230641882293,6.22774184287037,50.40007673479033,738.93,False,
SPY260731C00690000,2026-07-24 14:52:51+00:00,690.0,49.66,48.15,50.68,2.1899986,4.613437,3.0,1087,0.382696602783203,True,REGULAR,USD,SPY,call,2026-07-31,738.93,2026-07-25T14:32:03.104776+00:00,49.415,2.530000000000001,0.051199028635029876,0.9337826316430515,-0.06851159627232245,0.01706230641882293,6.22774184287037,49.40075899420219,738.93,True,0.19026941888219123
